Enkät,Enkätkategori,Enkätkategori.1,Kursens ämnesinnehåll har gett mig möjlighet att uppnå kursens lärandemål.,"Kursens olika undervisnings- och arbetsformer har varit relevanta i relation till kursens lärandemål. Till undervisnings- och arbetsformer räknas till exempel föreläsningar, seminarier, laborationer, basgrupper, handledning, projekt och lektioner.",Kursens examinerande moment har varit relevanta i relation till kursens lärandemål.,Kursens pedagogiska genomförande har varit till stöd för mitt lärande.,"Anser du att kursens innehåll, genomförande och examination stämmer med kursplanen?",Vilket helhetsbetyg ger du kursen?,course_code
Matematisk analys (764G07 2021-01-18 Lin 934070),2020,HT,4.86,5.0,4.71,4.86,4.83,4.57,764G07
Matematisk fördjupning (TATA72 2021-01-11 Lin 984644),2020,HT,4.33,4.33,5.0,4.0,4.5,3.67,TATA72
Matematisk fördjupning fk (TATA73 2020-06-01 Lin 986096),2020,VT,5.0,5.0,5.0,5.0,5.0,4.67,TATA73
Matematisk grundkurs (Samläsning) (TATB01 2020-10-26 Lin 1101976),2020,HT,4.45,4.42,4.54,3.95,4.6,4.08,TATB01
Matematisk grundkurs (Samläsning) (TATB02 2020-10-26 Lin 1350870),2020,HT,4.25,4.2,4.39,3.67,4.55,3.93,TATB02
Matematisk grundkurs (Samläsning) (TATB03 2021-01-11 Lin 1351771),2020,HT,4.17,4.33,5.0,3.33,4.67,4.0,TATB03
Matematisk grundkurs (Samläsning) (TNA001 2020-10-26 Nor 1087165),2020,HT,4.5,4.28,4.26,4.16,4.67,4.04,TNA001
Matematisk grundkurs (TNIU19 2020-10-26 Nor 984496),2020,HT,4.88,4.8,4.86,4.84,4.93,4.75,TNIU19
Matematisk optimering (Samläsning) (TAOP04 2021-01-11 Lin 1087360),2020,HT,4.62,4.12,4.62,4.12,4.38,4.0,TAOP04
Matematisk statistik (Samläsning) (TAIU06 2020-06-01 Lin 1087620),2020,VT,4.14,3.67,4.29,2.8,4.17,3.53,TAIU06
Matematisk statistik (Samläsning) (TAMS28 2020-03-23 Lin 1087955),2020,VT,3.78,3.89,4.5,3.44,4.22,3.78,TAMS28
Matematisk statistik (Samläsning) (TNG006 2020-06-01 Nor 1087411),2020,VT,4.65,4.61,4.77,4.65,4.68,4.55,TNG006
"Matematisk statistik, fortsättningskurs (Samläsning) (TAMS65 2020-06-01 Lin 1087207)",2020,VT,3.42,3.35,3.95,2.55,3.97,2.9,TAMS65
"Matematisk statistik, grundkurs (Samläsning) (TAMS79 2021-01-11 Lin 1087623)",2020,HT,3.8,3.58,4.31,2.54,4.29,3.02,TAMS79
"Matematisk statistik, grundkurs (TAMS80 2021-01-11 Lin 1098396)",2020,HT,5.0,4.5,5.0,3.5,5.0,4.0,TAMS80
Matematiska beräkningar med MATLAB (TAIU07 2020-03-23 Lin 985849),2020,VT,4.52,4.57,4.48,4.57,4.52,4.24,TAIU07
Matematiska metoder i nationalekonomi (Samläsning) (770G17 2020-09-14 Lin 1267052),2020,HT,5.0,4.5,5.0,4.25,5.0,4.75,770G17
"Matematiska metoder i nationalekonomi, fortsättningskurs (Samläsning) (730G77 2020-02-17 Lin 928944)",2020,VT,4.09,4.55,4.45,4.45,4.3,3.82,730G77
Matematiska modeller i biologi (Samläsning) (TATM38 2020-10-26 Lin 1087597),2020,HT,4.78,4.78,4.89,4.67,4.76,4.5,TATM38
Material för design (TMKM11 2021-01-11 Lin 987761),2020,HT,4.06,4.17,3.61,3.63,4.22,3.68,TMKM11
Material för medicinsk teknik (TFYA63 2020-06-01 Lin 988786),2020,VT,4.38,4.38,4.75,3.88,4.2,4.0,TFYA63
Material och tillverkningsteknik (Samläsning) (TMKO02 2020-10-26 Lin 1355809),2020,HT,4.56,4.33,4.11,4.0,4.56,4.22,TMKO02
Material Synthesis (NKED23 2021-01-11 Lin 984869),2020,HT,4.75,4.5,4.75,5.0,5.0,4.75,NKED23
Materiallära (Samläsning) (TCM005 2020-03-23 Lid 1087835),2020,VT,4.5,4.5,4.25,3.5,4.67,4.5,TCM005
Materials and Nanotechnology (TFYA98 2021-01-11 Lin 1353638),2020,HT,4.71,4.71,4.71,4.57,4.86,4.71,TFYA98
Materials in Medicine (CDIO-Project) (TFTB43 2020-06-01 Lin 1002398),2020,VT,2.5,2.5,3.5,3.0,3.0,2.5,TFTB43
Materialteknik (TMKM21 2020-06-01 Lin 987788),2020,VT,4.78,4.78,4.53,4.71,4.81,4.64,TMKM21
Mathematical Methods of Physics (Co-learning) (TFYA18 2020-10-26 Lin 1087071),2020,HT,4.5,4.0,4.5,4.0,5.0,4.0,TFYA18
Measurement Technology (TFMT14 2020-03-23 Lin 994216),2020,VT,2.69,2.31,3.67,2.0,3.5,2.21,TFMT14
Mechanics of Light Structures (Co-learning) (TMHL03 2020-10-26 Lin 1086899),2020,HT,4.67,4.78,4.89,4.33,4.78,4.44,TMHL03
"Mechanics, second course (Co-learning) (TMME19 2020-06-01 Lin 1086763)",2020,VT,5.0,5.0,5.0,5.0,5.0,5.0,TMME19
Mechatronics (Co-learning) (TMMS21 2020-03-23 Lin 1086743),2020,VT,3.22,2.84,3.55,2.78,3.61,2.84,TMMS21
Media Production for Immersive Environments (Co-learning) (TNM091 2021-01-11 Nor 1098592),2020,HT,3.83,3.83,4.0,3.83,4.83,4.17,TNM091
Medical Cell Biology (Co-learning) (8BKG12 2020-10-05 Lin 937530),2020,HT,3.64,3.55,3.81,3.45,3.95,3.73,8BKG12
Medical Image Analysis (Co-learning) (TBMI02 2021-01-11 Lin 1086975),2020,HT,4.6,4.9,4.44,4.8,4.3,4.5,TBMI02
Medical Imaging (Co-learning) (TBMT02 2020-03-23 Lin 1087940),2020,VT,4.11,3.67,3.67,3.67,4.0,3.56,TBMT02
Medical Information Systems (Co-learning) (TBMI19 2021-01-11 Lin 1088004),2020,HT,4.12,4.25,4.12,3.88,4.12,3.75,TBMI19
Medical Microbiology (Co-learning) (8BKG24 2020-05-20 Lin 1087671),2020,VT,4.08,4.15,3.85,3.77,3.42,3.15,8BKG24
Medical Physiology (Co-learning) (8BKG15 2020-12-12 Lin 937526),2020,HT,2.85,2.54,3.36,2.77,3.27,2.85,8BKG15
Medical Systems Physiology (Co-learning) (8BKG46 2020-05-20 Lin 1099813),2020,VT,3.0,3.0,3.0,3.0,3.0,3.0,8BKG46
Medicinal Natural Products (Co-learning) (NKEC22 2021-01-11 Lin 1087001),2020,HT,3.11,3.22,3.75,2.89,4.0,3.0,NKEC22
Medicinsk strålningsfysik (TVFA02 2020-06-01 Lin 993595),2020,VT,4.5,4.0,4.5,3.0,4.36,3.54,TVFA02
Medicinsk teknik (ETE180 2020-03-23 Ort 720349),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,ETE180
Medicinsk teknik (Samläsning) (TBMT56 2021-01-11 Lin 1087670),2020,HT,4.33,4.17,4.25,2.75,4.5,3.67,TBMT56
Medicinska bilder (TSBB31 2020-10-26 Lin 988781),2020,HT,4.5,4.36,4.5,4.07,4.46,4.29,TSBB31
Medicinteknisk säkerhet (ETE034 2020-03-30 Lin 947277),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,ETE034
Medicintekniska utblickar (Samläsning) (TBMT32 2020-06-01 Lin 1087661),2020,VT,4.0,3.71,3.14,4.0,4.0,3.38,TBMT32
"Medie- och kommunikationsvetenskap 1-2, grundkurs (738G01 2020-06-01 Lin 703457)",2020,VT,4.8,4.8,4.8,4.6,4.8,4.6,738G01
"Medie- och kommunikationsvetenskap 3, fördjupningskurs (738G10 2021-01-18 Lin 931093)",2020,HT,4.5,4.38,4.25,4.38,4.38,4.38,738G10
Medieproduktion - processer och verktyg (TNGD42 2021-01-11 Nor 984592),2020,HT,4.91,4.91,4.91,4.61,5.0,4.7,TNGD42
"Medier, kommunikation och offentlighet (738G11 2020-03-23 Lin 927915)",2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,738G11
"Medier, kommunikation och samtidskultur (738G12 2020-02-17 Lin 927918)",2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,738G12
"Medier, kultur och kommunikation (TRTE19 2021-01-11 Nor 985952)",2020,HT,4.73,4.73,4.6,4.17,4.33,4.25,TRTE19
Mediernas språk och innehåll (738G25 2021-01-18 Lin 930479),2020,HT,4.5,3.5,3.5,4.5,4.5,4.0,738G25
Medietekniskt kandidatprojekt (TNM094 2020-06-01 Nor 993678),2020,VT,3.79,3.52,3.71,3.31,3.91,3.42,TNM094
Medvetandefilosofi (729G16 2021-01-11 Lin 1268101),2020,HT,3.39,2.95,3.2,2.45,4.0,2.85,729G16
Medvetandefilosofi fördjupning (729A66 2021-01-11 Lin 933840),2020,HT,5.0,4.5,5.0,4.5,5.0,4.5,729A66
Medvetandefilosofi fördjupning (729A66 2021-01-11 Lin 934359),2020,HT,5.0,5.0,5.0,5.0,5.0,5.0,729A66
Mekanik - dynamik (Samläsning) (TMME28 2021-01-11 Lin 1087932),2020,HT,4.91,4.85,4.84,4.85,4.85,4.8,TMME28
Mekanik - dynamik (TMME13 2021-01-11 Lin 985080),2020,HT,4.07,4.29,4.13,3.27,4.54,3.53,TMME13
Mekanik - statik (TMME07 2020-03-23 Lin 985066),2020,VT,4.17,4.0,3.67,3.67,3.58,3.75,TMME07
Mekanik - statik (TMME63 2020-06-01 Lin 985443),2020,VT,5.0,4.67,4.93,4.47,4.86,4.27,TMME63
Mekanik (Samläsning) (TFYA16 2021-01-11 Lin 1087687),2020,HT,4.07,4.47,4.5,4.4,4.5,4.0,TFYA16
Mekanik (Samläsning) (TFYA76 2020-10-26 Lin 1087693),2020,HT,4.64,4.79,4.69,4.64,4.92,4.57,TFYA76
Mekanik (TFYA93 2021-01-11 Lin 985040),2020,HT,2.81,2.94,3.14,1.87,3.64,2.5,TFYA93
Mekanik (TMMI03 2020-06-01 Lin 985837),2020,VT,4.06,4.0,3.5,3.69,4.0,3.62,TMMI03
Mekanik fk (TMMI71 2021-01-11 Lin 989505),2020,HT,5.0,5.0,5.0,5.0,5.0,4.0,TMMI71
Mekanik I (Samläsning) (TMME27 2021-01-11 Lin 1087794),2020,HT,4.3,4.03,4.34,3.6,4.44,3.85,TMME27
Mekanik och vågfysik (Samläsning) (TNE043 2020-10-26 Nor 1087032),2020,HT,4.41,4.4,4.66,3.9,4.48,4.23,TNE043
"Mekanik, del 1 (TMME12 2021-01-11 Lin 985729)",2020,HT,4.37,4.15,4.48,2.85,4.52,3.57,TMME12
"Mekanik, del 2 (TMME04 2020-03-23 Lin 989097)",2020,VT,4.5,4.41,4.64,3.86,4.67,4.0,TMME04
"Mekanik, fortsättningskurs (Samläsning) (TMME32 2020-03-23 Lin 1087918)",2020,VT,5.0,5.0,5.0,5.0,4.67,5.0,TMME32
Mekaniska svängningar och utmattning (Samläsning) (TMMI09 2021-01-11 Lin 1087729),2020,HT,3.86,3.14,3.86,2.86,3.43,3.0,TMMI09
Methods in Ecology (NBID73 2020-10-05 Lin 1098632),2020,HT,4.62,4.5,4.38,4.62,4.75,3.88,NBID73
Metoder och processer vid elektronikproduktion (TNE087 2020-03-23 Nor 988515),2020,VT,4.83,4.67,4.5,4.5,4.67,4.33,TNE087
"Metoder, verktyg och förhållningssätt i en evidensbaserad praktik (8PYA09 2021-01-09 Jön 1269017)",2020,HT,3.0,2.0,3.67,1.33,3.67,2.67,8PYA09
"Metoder, verktyg och förhållningssätt i en evidensbaserad praktik (8PYA09 2021-01-09 Kar 1269026)",2020,HT,4.0,2.5,4.0,2.0,4.0,3.0,8PYA09
"Metoder, verktyg och förhållningssätt i en evidensbaserad praktik (8PYA09 2021-01-09 Lin 1269020)",2020,HT,4.0,4.5,4.5,3.0,4.0,4.5,8PYA09
"Metoder, verktyg och förhållningssätt i en evidensbaserad praktik (8PYA09 2021-01-09 Ort 1269032)",2020,HT,4.36,4.09,4.45,4.09,4.18,4.27,8PYA09
"Metoder, verktyg och förhållningssätt i en evidensbaserad praktik (8PYA09 2021-01-09 Öre 1269029)",2020,HT,4.5,3.5,4.0,3.5,4.0,4.0,8PYA09
Micro Computer Systems (TNE097 2021-01-11 Nor 985241),2020,HT,4.3,4.5,4.9,4.2,4.88,4.4,TNE097
Microprocessor Project (TNE100 2020-10-26 Nor 988521),2020,HT,3.88,3.89,4.5,3.62,4.14,3.56,TNE100
Microwave Engineering (Co-learning) (TNE071 2020-10-26 Nor 1087543),2020,HT,4.67,5.0,4.67,4.0,5.0,4.33,TNE071
Migration and Asylum Policy in the European Union (742A26 2020-04-27 Nor 934232),2020,VT,4.69,4.56,4.71,4.69,4.47,4.62,742A26
Migration and Asylum Policy in the European Union (742A41 2020-04-25 Nor 927732),2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,742A41
"Migration, Health and Biopolitics (742A28 2020-09-28 Nor 934238)",2020,HT,4.67,4.67,4.67,4.5,4.67,4.33,742A28
"Migration, Health and Biopolitics (742A42 2020-09-28 Nor 931966)",2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,742A42
Mikrobiologi (Samläsning) (NBIA23 2020-06-01 Lin 1087689),2020,VT,4.09,4.0,4.39,3.35,4.29,3.83,NBIA23
Mikrodatorprojekt (Samläsning) (TSIU51 2020-06-01 Lin 1087403),2020,VT,4.61,4.44,4.44,4.28,4.35,4.22,TSIU51
Mikroekonomi (730G60 2020-11-02 Lin 934501),2020,HT,4.0,4.0,4.25,2.93,4.18,3.57,730G60
Mikroekonomi (730G72 2020-04-27 Lin 932800),2020,VT,2.88,3.0,2.0,2.33,2.75,2.33,730G72
Mikroekonomi (Samläsning) (730G39 2020-09-21 Lin 1086957),2020,HT,4.44,4.65,4.47,4.0,4.47,4.11,730G39
Mikroekonomi (Samläsning) (730G72 2020-10-19 Lin 929630),2020,HT,3.8,3.98,3.62,2.93,4.0,3.61,730G72
Mikroekonomisk analys (Samläsning) (730A26 2020-10-19 Lin 1267908),2020,HT,4.86,4.86,4.71,4.57,5.0,4.43,730A26
Mikroekonomisk teori (Samläsning) (730A25 2020-10-19 Lin 1267100),2020,HT,4.5,4.67,5.0,4.33,4.8,4.33,730A25
Mikrosystem och nanobiologi (TFTB33 2021-01-11 Lin 1002358),2020,HT,4.43,4.29,4.14,4.0,4.43,4.0,TFTB33
Miljödriven affärsutveckling (Samläsning) (TKMJ49 2021-01-11 Lin 1087122),2020,HT,3.8,3.17,4.17,3.33,3.8,3.17,TKMJ49
Miljöekonomi (Samläsning) (770G22 2021-01-18 Lin 1267094),2020,HT,4.67,5.0,5.0,4.33,4.67,4.67,770G22
Miljökemi (Samläsning) (TFKE47 2020-06-01 Lin 1087692),2020,VT,4.83,4.5,4.83,4.5,4.6,4.5,TFKE47
Miljökommunikation (746G38 2020-02-17 Nor 935016),2020,VT,4.55,4.18,4.18,4.36,4.64,4.09,746G38
Miljömanagement (Samläsning) (TKMJ15 2020-03-23 Lin 1087463),2020,VT,4.27,4.35,4.05,3.78,4.39,3.84,TKMJ15
Miljörätt (746G19 2020-11-23 Nor 934640),2020,HT,3.88,3.69,3.94,2.88,4.07,3.31,746G19
Miljörätt (747A42 2021-01-18 Lin 1087856),2020,HT,4.44,4.4,4.56,4.1,4.29,3.9,747A42
Miljörätt (Samläsning) (TEAE09 2021-01-11 Lin 1087518),2020,HT,3.62,3.44,3.81,2.81,3.8,3.06,TEAE09
Miljösystemanalytiska verktyg (Samläsning) (TKMJ47 2020-06-01 Lin 1087210),2020,VT,4.2,3.8,4.8,3.2,4.0,3.8,TKMJ47
Miljöteknik (Samläsning) (TKMJ24 2020-03-23 Nor 1087565),2020,VT,4.13,4.0,3.67,3.73,4.0,3.6,TKMJ24
Miljöteknik (Samläsning) (TKMJ24 2020-10-26 Lin 1086849),2020,HT,4.59,4.27,4.41,3.43,4.42,3.82,TKMJ24
Miljöteknik (TKMJ24 2020-06-01 Lin 988877),2020,VT,3.96,3.5,3.92,3.0,4.0,3.27,TKMJ24
Miljöteknik (TKMJ24 2021-01-11 Lin 984161),2020,HT,4.76,4.62,4.86,4.48,4.86,4.48,TKMJ24
Miljövetenskap A2 (746G24 2020-06-01 Nor 934056),2020,VT,4.29,4.08,4.58,3.6,4.3,3.68,746G24
Miljövetenskap B1 (746G17 2021-01-18 Nor 934058),2020,HT,4.17,4.03,4.21,3.66,4.39,3.8,746G17
Miljövetenskap B2 (746G18 2020-06-01 Nor 934618),2020,VT,4.21,4.11,4.26,4.16,4.42,4.11,746G18
"Miljövetenskap, A1, grundläggande nivå (746G23 2021-01-18 Nor 933667)",2020,HT,4.57,4.24,4.5,4.05,4.79,4.24,746G23
Miljövård (NBIB35 2020-03-23 Lin 989515),2020,VT,4.57,4.86,4.43,4.14,4.86,4.29,NBIB35
"Minne, makt, motstånd (739A64 2020-10-26 Ort 1266644)",2020,HT,4.86,4.86,4.86,4.57,4.86,4.71,739A64
Mjukvarutekniskt entreprenörskap (726A85 2021-01-11 Lin 1354335),2020,HT,4.5,4.5,3.5,4.5,4.0,4.0,726A85
Mjukvarutekniskt entreprenörskap (Samläsning) (TDDE02 2021-01-11 Lin 1087508),2020,HT,3.87,3.6,4.07,3.07,4.07,3.47,TDDE02
"Mobbning och sociala processer (Samläsning) (912A10, 949A23 2020-06-01 Lin 890616)",2020,VT,4.0,3.0,4.0,3.0,4.0,4.0,912A10
"Mobbning och sociala processer (Samläsning) (912A10, 949A23 2020-06-01 Lin 890616)",2020,VT,4.0,3.0,4.0,3.0,4.0,4.0,949A23
Mobile Communication (TNK093 2020-06-01 Nor 993541),2020,VT,4.0,3.67,4.0,3.33,4.0,3.33,TNK093
Mobile Communication and Networks (TNK110 2020-06-01 Nor 987640),2020,VT,3.2,2.8,3.2,2.4,3.0,2.6,TNK110
Mobile Networks (TDDE48 2020-10-26 Lin 1096918),2020,HT,4.0,3.69,4.33,3.23,4.36,3.54,TDDE48
Modellering av energisystem (Samläsning) (TMES27 2020-10-26 Lin 1087886),2020,HT,4.5,4.7,4.7,4.17,4.55,3.88,TMES27
Modellering och reglering av motorer och drivlinor (Samläsning) (TSFS09 2021-01-11 Lin 1087467),2020,HT,4.11,4.06,4.56,3.0,4.36,3.26,TSFS09
Modellering och simulering av energi- och värmeöverföringsförlopp (Samläsning) (TMMV58 2020-03-23 Lin 1087707),2020,VT,3.3,3.3,3.5,2.9,4.2,2.8,TMMV58
Modelleringsprojekt (TNM085 2020-03-23 Nor 993674),2020,VT,4.62,4.75,4.88,4.5,4.75,4.25,TNM085
Modelling and Animation (Co-learning) (TNM079 2020-06-01 Nor 1087818),2020,VT,4.7,4.5,4.2,4.0,4.6,3.9,TNM079
Modelling and Learning for Dynamical Systems (Co-learning) (TSRT92 2020-10-26 Lin 1099901),2020,HT,3.37,3.22,3.28,2.74,3.5,2.75,TSRT92
Modelling and Simulation (Co-learning) (TNG022 2021-01-11 Nor 1087506),2020,HT,4.1,4.35,4.1,4.14,4.45,4.0,TNG022
Modelling of Biological Systems (Co-learning) (NBID31 2021-01-11 Lin 1086893),2020,HT,4.25,3.62,4.38,3.5,4.38,3.62,NBID31
Modelling of Biological Systems (NBID75 2021-01-11 Lin 984758),2020,HT,3.71,3.29,3.71,3.0,4.29,2.86,NBID75
Models in System Biology (TBMT19 2020-03-23 Lin 994226),2020,VT,4.23,4.46,4.15,4.0,4.3,3.46,TBMT19
Models in System Biology (TBMT37 2020-03-23 Lin 993456),2020,VT,4.4,4.4,4.6,4.6,5.0,4.6,TBMT37
Models of Mechanics (Co-learning) (TMMS11 2021-01-11 Lin 1087803),2020,HT,5.0,5.0,5.0,5.0,5.0,5.0,TMMS11
"Modern Channel Coding, Inference and Learning (Co-learning) (TSKS12 2020-10-26 Lin 1087919)",2020,HT,3.0,3.0,4.0,3.0,5.0,3.0,TSKS12
Modern fysik (TFYA67 2021-01-11 Lin 988791),2020,HT,4.67,4.6,4.14,4.13,4.36,4.27,TFYA67
Modern fysik (TNE041 2020-03-23 Nor 992718),2020,VT,4.5,4.0,3.0,4.0,4.0,3.0,TNE041
Modern fysik I (Samläsning) (TFYA73 2020-03-23 Lin 1087257),2020,VT,4.88,4.62,4.67,4.41,4.86,4.41,TFYA73
Modern fysik II (Samläsning) (TFYA74 2020-06-01 Lin 1087680),2020,VT,4.57,4.5,3.79,4.29,4.64,4.0,TFYA74
Modern Optics (Co-learning) (TFYA97 2020-10-26 Lin 1101737),2020,HT,4.25,4.0,4.5,3.5,4.25,3.5,TFYA97
"Modern tysk litteratur, grundkurs (715G15 2020-06-01 Lin 928937)",2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,715G15
Molecular Analysis (NKED25 2020-03-16 Lin 1097269),2020,VT,3.62,4.0,4.25,3.88,3.62,3.38,NKED25
Molecular and Medical Pharmacology (Co-learning) (8MEA08 2020-03-21 Lin 1094661),2020,VT,4.0,3.0,3.6,3.2,4.0,3.6,8MEA08
Molecular Genetics and Epigenetics (Co-learning) (8BKG17 2020-12-12 Lin 1266880),2020,HT,3.75,3.62,3.62,3.25,3.69,2.94,8BKG17
Molecular Genetics and Gene Technology (TVCB14 2021-01-11 Lin 988922),2020,HT,3.6,3.94,3.88,3.25,3.83,2.94,TVCB14
Molecular Physics (Co-learning) (TNE024 2021-01-11 Nor 1087203),2020,HT,4.67,5.0,4.67,5.0,5.0,4.33,TNE024
Molecular Physiology and Cell Signaling Mechanisms (Co-learning) (NBID64 2020-03-23 Lin 1098757),2020,VT,5.0,5.0,4.0,5.0,4.0,5.0,NBID64
Molecular Synthesis (NKED26 2020-03-16 Lin 1097293),2020,VT,4.64,4.91,4.7,4.64,4.55,4.36,NKED26
"Molecular Virology (Co-learning) (8FA237, 8MEA13 2020-10-26 Lin 936550)",2020,HT,4.62,4.62,4.62,4.54,4.69,4.69,8FA237
"Molecular Virology (Co-learning) (8FA237, 8MEA13 2020-10-26 Lin 936550)",2020,HT,4.62,4.62,4.62,4.54,4.69,4.69,8MEA13
Molecular Virology (Co-learning) (TVMB26 2020-10-26 Lin 1087048),2020,HT,4.52,4.22,4.5,4.09,4.4,4.3,TVMB26
Molekylfysik (TFYA35 2020-10-26 Lin 988906),2020,HT,2.84,3.32,3.17,2.16,3.69,2.37,TFYA35
Molekylär design - projektkurs (NKEC23 2021-01-11 Lin 989741),2020,HT,4.0,3.0,4.0,1.5,3.5,3.0,NKEC23
Molekylär miljötoxikologi (Samläsning) (NBIC60 2021-01-11 Lin 1098419),2020,HT,3.43,3.86,3.43,3.14,3.71,3.29,NBIC60
Molekylärgenetik (Samläsning) (NBIC52 2020-06-01 Lin 1086906),2020,VT,3.0,2.21,3.16,1.59,3.0,2.07,NBIC52
Multi Agent Systems (Co-learning) (TDDE13 2021-01-11 Lin 1087263),2020,HT,5.0,4.67,4.67,3.67,4.5,4.0,TDDE13
Multi Body Dynamics and Robotics (Co-learning) (TMMS30 2020-03-23 Lin 1087158),2020,VT,4.67,4.38,4.62,4.46,4.82,4.54,TMMS30
Multicore and GPU Programming (Co-learning) (TDDD56 2021-01-11 Lin 1087632),2020,HT,4.62,4.69,4.42,4.38,4.62,4.0,TDDD56
Multidimensionell signalanalys (Samläsning) (TSBB06 2021-01-11 Lin 1087085),2020,HT,4.38,4.31,4.5,3.69,4.53,4.0,TSBB06
Multivariata metoder (732G08 2020-10-19 Lin 934700),2020,HT,4.55,4.45,4.09,4.09,4.45,4.27,732G08
Muntlig och skriftlig kommunikation i professionella sammanhang (TNKA09 2021-01-11 Nor 984599),2020,HT,4.6,4.35,4.45,4.35,4.33,4.1,TNKA09
Musik 1 (971G12 2021-01-18 Nor 942996),2020,HT,4.0,4.25,4.0,4.0,4.0,3.5,971G12
Musik 1 (973G18 2021-01-18 Nor 944535),2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,973G18
Musik 2 (971G15 2020-10-19 Nor 944509),2020,HT,4.33,4.0,4.0,3.67,4.33,4.0,971G15
Musik 2 (973A03 2020-10-19 Nor 945784),2020,HT,5.0,4.0,4.5,4.0,5.0,5.0,973A03
"Musik, verksamhetsförlagd utbildning (971G28 2020-01-20 Nor 944507)",2020,VT,0.0,0.0,0.0,0.0,0.0,0.0,971G28
Muskuloskelettär biomekanik och rörelseapparaten (Samläsning) (TMME67 2020-10-26 Lin 1355882),2020,HT,4.5,3.83,4.17,3.67,4.33,4.0,TMME67
Mångfald och genus inom applikationsutveckling (TGTU82 2021-01-11 Lin 985298),2020,HT,4.44,4.33,3.94,4.17,4.61,3.89,TGTU82
Människokroppens anatomi och fysiologi (8SKG12 2020-06-01 Lin 937552),2020,VT,3.67,3.68,2.68,3.1,3.62,3.45,8SKG12
Människokroppens anatomi och fysiologi (8SKG12 2020-06-01 Nor 937558),2020,VT,3.84,3.63,3.26,3.21,3.89,3.47,8SKG12
Människokroppens anatomi och fysiologi (8SKG12 2021-01-09 Nor 937548),2020,HT,4.06,4.0,3.91,3.47,4.19,3.76,8SKG12
Människokroppens anatomi och fysiologi (8SKG12 2021-01-11 Lin 937544),2020,HT,4.47,4.34,4.29,3.92,4.21,3.89,8SKG12
Människokroppens anatomi och fysiologi (VFU) (8SKG12 2020-09-14 Lin 937544),2020,HT,0.0,0.0,0.0,0.0,0.0,0.0,8SKG12
Människors levnadsvillkor och det sociala verksamhetsfältet (745G52 2020-03-23 Nor 934972),2020,VT,4.35,4.04,3.85,4.04,4.12,3.93,745G52
Människors levnadsvillkor och det sociala verksamhetsfältet (745G52 2020-06-01 Nor 876781),2020,VT,3.86,3.43,4.14,3.29,3.71,3.57,745G52
Människors levnadsvillkor och det sociala verksamhetsfältet (745G52 2021-01-18 Nor 1090727),2020,HT,4.35,4.26,4.23,3.9,4.52,3.88,745G52
Mänsklig kommunikationsutveckling ur ett språkligt och psykologiskt perspektiv (8LOG26 2020-06-01 Lin 924394),2020,VT,4.57,3.86,4.14,3.71,4.43,4.43,8LOG26
Möbeldesign I (TCM071 2021-01-11 Sto 1270024),2020,HT,4.78,4.89,4.78,4.44,4.89,4.56,TCM071
Möbeldesign II (TCM061 2020-06-01 Lid 986120),2020,VT,3.0,3.0,5.0,4.0,4.0,4.0,TCM061
Möbeldesign III (TCM056 2021-01-11 Sto 986128),2020,HT,2.14,2.14,3.29,1.86,2.14,2.14,TCM056
Möbeldesign IV (TCM064 2020-06-01 Lid 989919),2020,VT,4.25,4.25,4.0,2.5,3.75,3.75,TCM064
Möbeldesign V (TCM044 2021-01-11 Sto 989914),2020,HT,4.75,4.25,4.0,4.0,4.25,3.75,TCM044
Möbeldesign VI (TCM049 2020-03-23 Lid 996355),2020,VT,5.0,4.0,4.33,4.0,4.0,4.33,TCM049
Möbelhistoriska arketyper (Samläsning) (TCM052 2020-03-23 Lid 1086842),2020,VT,4.75,4.62,4.67,4.38,4.5,4.0,TCM052
Möbelmaterial och tillverkningstekniker (Samläsning) (TCM070 2020-10-26 Sto 1269942),2020,HT,4.79,4.67,4.53,4.33,4.8,4.4,TCM070
Möbelsnickeri I (TCM072 2021-01-11 Sto 1270060),2020,HT,4.83,5.0,5.0,4.83,5.0,4.83,TCM072
Möbelsnickeri II (TCM062 2020-06-01 Lid 986140),2020,VT,4.0,3.0,5.0,4.0,4.0,3.0,TCM062
Möbelsnickeri III (TCM057 2021-01-11 Sto 986148),2020,HT,4.5,5.0,4.5,4.5,5.0,4.5,TCM057
Möbelsnickeri IV (TCM065 2020-06-01 Lid 989935),2020,VT,4.4,4.6,4.4,3.8,4.4,4.8,TCM065
Möbelsnickeri V (TCM046 2021-01-11 Sto 989930),2020,HT,4.67,4.33,3.67,4.0,5.0,4.0,TCM046
Möbelsnickeri VI (TCM050 2020-03-23 Lid 996361),2020,VT,5.0,4.5,4.5,4.5,5.0,4.5,TCM050
Möbeltapetsering I (TCM073 2021-01-11 Sto 1270147),2020,HT,5.0,5.0,5.0,4.33,5.0,4.67,TCM073
